,pT1,pT2,pT3,pT4
102061,57.875,8.09375,41.375,9.59375
102062,40.625,37.625,20.4375,10.46875
102063,58.5,26.1875,38.375,6.328125
102064,50.0,28.0625,29.625,6.671875
102065,42.875,20.6875,27.125,7.640625
102066,55.25,26.125,33.625,20.5625
102067,78.25,32.625,15.71875,15.0625
102068,64.75,61.25,5.890625,5.265625
102069,46.125,30.125,23.125,10.59375
102070,42.75,23.875,60.0,9.75
102071,42.75,32.125,21.0625,9.6875
102072,129.5,18.875,53.125,9.90625
102073,62.375,30.4375,28.875,15.0
102074,56.875,30.5625,29.8125,11.65625
102075,51.625,24.6875,30.25,14.25
102076,46.25,9.40625,48.625,29.5
102077,42.5,31.625,45.625,7.921875
102078,54.625,7.046875,27.3125,19.0625
102079,88.25,19.5,36.25,7.46875
102080,73.75,16.625,12.78125,6.96875
102081,103.25,25.0,28.375,5.765625
102082,97.5,17.3125,69.25,9.28125
102083,18.8125,17.5625,43.25,10.40625
102084,47.25,21.125,20.3125,19.875
102085,46.5,12.875,31.625,6.953125
102086,71.5,9.25,18.5,17.0
102087,54.875,23.8125,12.28125,5.609375
102088,79.75,23.3125,24.6875,15.40625
102089,42.625,35.0,23.9375,4.484375
102090,54.25,21.4375,37.25,18.375
102091,50.875,49.0,11.28125,6.5625
102092,41.25,20.1875,46.25,10.0
102093,66.0,24.125,19.125,13.78125
102094,48.5,37.625,32.125,8.5625
102095,65.25,21.0625,29.75,8.0
102096,58.75,26.8125,19.8125,16.75
102097,26.9375,20.0,28.8125,2.5390625
102098,59.375,39.5,10.0,7.4375
102099,36.625,28.9375,15.34375,3.0625
102100,48.75,19.1875,31.25,8.65625
102101,61.75,22.75,19.875,19.25
102102,61.25,21.8125,51.875,23.25
102103,55.25,28.75,34.625,16.5625
102104,71.5,8.6875,20.8125,15.15625
102105,57.375,23.1875,29.9375,14.21875
102106,92.25,21.5625,30.25,13.4375
102107,62.625,1.6484375,36.375,9.6875
102108,45.375,17.1875,97.75,6.171875
102109,42.125,40.625,43.125,10.09375
102110,41.25,15.78125,21.125,4.359375
102111,60.875,33.875,12.09375,5.921875
102112,29.8125,28.875,39.125,7.640625
102113,29.125,28.5625,36.125,7.90625
102114,43.875,42.625,37.125,11.125
102115,32.375,31.25,20.75,14.0625
102116,37.125,29.1875,19.1875,14.96875
102117,62.125,38.875,40.75,31.625
102118,35.375,32.125,24.5625,9.1875
102119,82.0,36.5,16.125,9.8125
102120,35.75,6.171875,12.34375,11.3125
102121,48.125,20.4375,53.125,8.09375
102122,66.25,23.4375,26.9375,4.171875
102123,57.875,9.1875,22.9375,20.875
102124,40.375,34.625,31.5625,11.59375
102125,74.0,21.4375,39.25,12.71875
102126,36.25,35.125,27.25,13.75
102127,85.5,15.71875,16.125,6.03125
102128,46.625,35.125,35.875,13.65625
102129,51.625,3.15625,37.375,9.9375
102130,88.75,25.4375,32.25,11.75
102131,93.75,17.125,30.6875,6.21875
102132,83.0,59.5,17.75,10.90625
102133,28.3125,21.6875,26.6875,12.15625
102134,62.875,21.875,23.4375,16.375
102135,31.4375,15.3125,31.0625,21.4375
102136,51.75,21.4375,25.1875,22.9375
102137,60.75,32.75,12.09375,5.1875
102138,66.5,30.1875,33.0,21.75
102139,70.75,25.5,42.0,9.34375
102140,40.875,10.65625,3.640625,1.40625
102141,82.75,20.75,23.4375,8.3125
102142,56.375,43.75,15.84375,3.6953125
102143,26.75,6.828125,17.0625,16.375
102144,57.5,12.6875,23.5,10.9375
102145,90.0,44.375,13.09375,12.28125
102146,43.5,32.125,31.4375,9.75
102147,59.0,24.3125,32.75,12.9375
102148,29.5625,19.9375,34.5,23.0
102149,31.0625,24.875,18.125,13.53125
102150,46.25,36.75,46.0,16.0625
102151,57.5,31.5625,15.25,7.984375
102152,25.0625,16.875,27.4375,20.25
102153,36.625,20.6875,33.5,28.1875
102154,39.875,36.625,17.3125,9.59375
102155,38.375,14.78125,13.40625,9.90625
102156,60.875,9.25,35.875,18.1875
102157,69.0,7.28125,28.8125,18.625
102158,50.125,31.3125,26.75,15.125
102159,59.5,10.28125,20.5625,19.0
102160,77.75,28.6875,23.5625,11.4375
102161,48.75,6.125,24.875,18.1875
102162,68.0,56.25,19.9375,19.625
102163,26.0625,25.5625,33.625,33.25
102164,47.0,30.0,31.875,23.0
102165,33.375,13.40625,20.5625,10.75
102166,66.25,36.875,22.125,8.96875
102167,95.0,16.125,17.6875,7.34375
102168,47.625,44.25,29.625,19.9375
102169,56.875,14.4375,31.9375,9.75
102170,64.75,25.375,23.875,14.8125
102171,45.25,20.0,17.5,4.359375
102172,48.625,46.375,36.25,11.0
102173,52.125,40.625,18.6875,9.6875
102174,54.875,38.0,5.96875,2.8359375
102175,59.375,37.75,23.3125,15.5625
102176,61.125,7.25,21.5,9.21875
102177,45.5,14.375,28.0,19.625
102178,50.875,15.9375,42.75,28.625
102179,48.5,23.5,39.25,15.09375
102180,44.625,30.5625,24.6875,23.5625
102181,88.25,12.34375,12.46875,7.40625
102182,55.75,27.6875,43.5,8.28125
102183,50.375,47.125,21.8125,7.640625
102184,70.0,9.8125,31.9375,13.1875
102185,29.5625,16.8125,16.625,10.40625
102186,43.5,38.25,30.3125,22.25
102187,50.25,5.171875,27.0625,26.875
102188,61.75,17.75,91.25,7.5
102189,43.25,37.875,14.3125,8.34375
102190,54.875,48.375,54.5,16.8125
102191,151.5,25.125,47.375,14.0
102192,54.125,30.25,18.0,15.46875
102193,67.25,14.21875,21.875,15.28125
102194,99.25,17.6875,17.125,4.859375
102195,55.75,42.125,27.0,16.6875
102196,85.25,20.875,31.8125,20.0625
102197,65.25,29.375,21.6875,2.921875
102198,38.75,33.5,29.9375,19.125
102199,52.625,31.3125,15.8125,6.46875
102200,28.125,26.875,24.8125,7.25
102201,38.0,33.875,31.5,8.90625
102202,69.0,2.203125,15.34375,14.5
102203,66.75,24.0625,11.4375,5.265625
102204,59.5,26.5,19.3125,17.5625
102205,50.125,17.0625,45.75,23.375
102206,34.125,22.0,45.25,42.25
102207,97.0,15.09375,51.625,17.375
102208,46.625,15.6875,18.125,17.3125
102209,46.75,28.25,25.875,12.5625
102210,23.125,12.1875,37.25,20.75
102211,49.0,35.125,34.125,19.875
102212,45.25,39.25,22.375,4.078125
102213,55.75,49.375,16.8125,14.03125
102214,52.25,22.3125,33.25,15.03125
102215,34.875,26.9375,19.0,17.875
102216,41.75,34.25,34.5,11.15625
102217,63.5,8.25,32.375,17.125
102218,39.875,6.140625,27.375,15.90625
102219,56.75,41.875,22.75,17.0625
102220,76.25,17.0625,22.125,19.5
102221,72.0,38.875,24.5625,20.625
102222,50.875,45.5,17.625,5.6875
102223,77.0,6.90625,25.6875,9.96875
102224,49.25,30.9375,16.875,14.8125
102225,29.0625,21.0625,25.0625,16.1875
102226,96.5,15.03125,16.1875,14.8125
102227,56.625,49.125,20.125,16.625
102228,53.5,16.625,15.9375,1.34765625
102229,65.5,15.9375,14.25,4.609375
102230,30.875,30.375,48.5,28.875
102231,48.625,29.75,47.25,23.6875
102232,60.125,26.5625,33.125,9.21875
102233,61.5,22.0,27.9375,18.625
102234,83.25,42.375,36.625,20.625
102235,48.875,22.8125,42.375,6.0625
102236,46.125,41.625,22.4375,20.8125
102237,54.5,31.25,13.0,7.15625
102238,37.75,30.5625,35.0,17.25
102239,61.0,40.375,23.125,14.09375
102240,41.625,32.5,36.375,22.8125
102241,47.75,33.75,30.625,7.84375
102242,123.75,10.5,17.5,13.125
102243,54.375,22.8125,28.0,20.6875
102244,31.8125,21.5,33.75,23.75
102245,47.125,20.875,49.125,17.3125
102246,60.625,19.1875,37.25,16.4375
102247,43.5,19.125,49.125,25.0
102248,59.5,24.625,16.625,14.1875
102249,75.75,24.875,30.9375,0.923828125
102250,59.75,29.9375,28.375,9.125
102251,136.5,17.6875,55.875,15.40625
102252,55.5,35.625,46.125,10.09375
102253,45.625,35.625,46.125,15.96875
102254,46.125,46.0,22.1875,3.203125
102255,55.125,21.0625,25.4375,6.0
102256,46.875,39.25,24.4375,9.125
102257,125.0,68.25,16.1875,15.46875
102258,49.5,24.3125,19.1875,8.75
102259,59.75,41.75,23.125,19.8125
102260,38.5,27.125,20.3125,8.75
102261,57.625,41.375,24.6875,9.84375
102262,38.75,37.5,15.46875,13.625
102263,43.375,26.25,20.9375,18.3125
102264,57.0,31.6875,55.0,5.734375
102265,61.125,41.0,13.59375,11.78125
102266,53.75,48.0,22.9375,7.328125
102267,42.375,39.75,29.5625,17.3125
102268,66.25,53.75,55.625,9.65625
102269,72.5,9.5,7.65625,4.46875
102270,79.0,17.1875,25.8125,13.46875
102271,81.0,15.15625,28.25,3.2890625
102272,52.125,30.375,28.375,25.1875
102273,61.875,37.375,44.125,4.6875
102274,43.0,39.0,32.375,16.1875
102275,40.875,38.75,35.75,15.9375
102276,94.0,20.4375,20.75,2.5703125
102277,42.375,27.1875,20.6875,20.1875
102278,42.75,34.125,33.25,16.1875
102279,47.125,14.28125,27.5625,17.25
102280,27.625,20.0625,72.75,4.390625
102281,47.125,28.3125,42.25,5.4375
102282,51.375,44.75,21.1875,10.3125
102283,46.5,35.125,26.625,11.59375
102284,64.5,23.875,18.5,11.71875
102285,58.125,19.75,21.875,16.3125
102286,65.25,10.53125,8.0625,4.28125
102287,46.75,46.0,23.8125,8.96875
102288,96.0,15.96875,17.8125,7.296875
102289,52.25,35.625,20.5,12.78125
102290,65.25,18.375,29.0625,4.609375
102291,69.75,17.1875,15.21875,9.15625
102292,56.875,32.5,38.75,25.0
102293,51.375,25.1875,20.3125,6.65625
102294,44.625,23.125,38.375,9.28125
102295,32.625,24.375,35.375,5.890625
102296,35.625,14.71875,30.6875,21.625
102297,44.25,39.125,22.625,13.5
102298,84.25,31.9375,36.875,21.1875
102299,65.25,18.5625,23.375,19.125
102300,54.375,29.4375,33.125,17.25
102301,68.25,34.375,31.125,16.3125
102302,47.75,26.0,31.625,27.0
102303,48.5,17.8125,21.25,13.5
102304,29.0,19.875,28.25,12.90625
102305,42.75,26.75,29.8125,22.3125
102306,103.0,25.6875,46.5,15.65625
102307,49.875,29.75,12.78125,9.53125
102308,45.375,34.125,30.5,19.3125
102309,59.0,48.5,15.15625,11.0
102310,32.25,31.8125,31.875,27.1875
102311,56.625,45.625,15.09375,4.640625
102312,71.75,17.625,21.8125,12.84375
102313,59.875,32.5,5.5625,5.21875
102314,62.75,33.25,54.5,5.96875
102315,41.375,27.0,23.875,11.1875
102316,34.0,28.4375,27.75,11.875
102317,37.5,21.9375,24.1875,11.65625
102318,54.625,34.25,31.75,10.625
102319,28.125,25.0,25.0625,15.375
102320,37.75,11.5,21.5625,8.6875
102321,41.875,37.0,18.375,15.34375
102322,62.625,24.6875,33.0,4.375
102323,51.875,16.9375,42.125,7.46875
102324,52.75,19.5,24.75,4.0625
102325,18.375,18.1875,33.5,14.375
102326,45.625,22.6875,37.125,1.98828125
102327,80.25,23.0625,49.375,5.015625
102328,62.5,16.875,44.5,6.578125
102329,84.5,23.4375,21.5625,11.375
102330,52.0,8.71875,27.8125,20.625
102331,38.875,35.375,52.125,1.10546875
102332,49.25,13.53125,22.375,11.84375
102333,76.0,1.6953125,46.5,4.828125
102334,68.5,19.25,27.625,20.5
102335,70.25,15.03125,54.625,5.71875
102336,66.25,39.25,27.5625,23.75
102337,127.5,89.5,94.75,15.25
102338,58.375,35.5,20.5625,0.755859375
102339,137.5,20.1875,43.75,35.875
102340,48.125,33.25,51.75,3.546875
102341,34.625,28.4375,37.625,7.4375
102342,14.875,12.65625,40.75,7.15625
102343,82.25,24.9375,60.875,18.0
102344,85.75,12.5,17.625,9.75
102345,92.5,36.125,20.9375,11.4375
102346,55.375,13.46875,14.46875,14.40625
102347,102.0,12.65625,22.4375,11.84375
102348,62.75,26.5,12.5625,3.8828125
102349,64.0,25.875,36.625,11.4375
102350,104.75,28.4375,27.0625,9.8125
102351,73.25,23.5,37.25,22.125
102352,32.375,27.75,18.0,6.390625
102353,69.5,23.8125,18.375,10.15625
102354,104.0,15.4375,16.3125,10.46875
102355,52.375,20.25,26.4375,12.59375
102356,46.5,25.3125,37.875,30.5625
102357,44.5,31.3125,30.5,8.59375
102358,62.75,23.125,34.625,13.71875
102359,47.75,30.75,27.6875,1.52734375
102360,48.0,41.25,48.75,7.796875
102361,56.75,25.125,48.0,7.046875
102362,52.0,37.25,45.875,10.84375
102363,46.25,39.5,26.6875,15.53125
102364,63.25,27.5625,30.5625,14.5625
102365,29.5,28.8125,18.1875,6.8125
102366,57.25,32.625,20.8125,19.3125
102367,39.75,23.375,28.75,13.3125
102368,71.25,24.25,22.5,12.28125
102369,72.0,23.1875,38.75,11.0
102370,12.09375,2.4453125,25.3125,14.0
102371,68.75,26.625,31.5625,10.875
102372,35.375,23.8125,42.75,12.8125
102373,62.5,38.625,37.125,5.6875
102374,43.0,29.375,20.5,4.0
102375,62.875,21.125,15.0,11.8125
102376,65.25,44.0,24.125,13.5625
102377,116.75,14.65625,27.75,5.59375
102378,42.375,25.5,7.953125,3.4453125
102379,103.0,61.0,75.75,20.875
102380,46.375,29.9375,38.625,12.3125
102381,70.25,36.625,18.875,18.5625
102382,80.5,19.875,32.375,11.53125
102383,51.875,35.625,25.8125,1.49609375
102384,70.25,34.125,18.4375,9.71875
102385,60.75,19.0,32.875,13.1875
102386,34.25,22.625,16.4375,14.46875
102387,73.0,21.625,21.625,16.5
102388,43.5,17.75,29.6875,9.0
102389,67.0,24.375,31.6875,12.15625
102390,59.625,30.75,14.65625,14.53125
102391,40.375,35.375,28.125,1.265625
102392,36.0,24.0625,65.5,6.09375
102393,86.75,23.5625,61.0,16.875
102394,44.0,33.5,28.125,25.5
102395,38.125,29.0,29.8125,2.3359375
102396,59.5,7.671875,10.40625,8.59375
102397,53.5,23.5625,28.625,17.6875
102398,58.75,39.5,15.3125,8.25
102399,39.5,26.9375,30.75,7.46875
102400,32.5,25.625,18.8125,17.6875
102401,84.0,14.875,31.8125,19.0625
102402,46.0,19.4375,20.125,15.75
102403,64.0,13.75,21.375,19.25
102404,77.0,29.3125,24.0625,19.25
102405,52.625,28.625,32.625,5.0
102406,88.5,17.125,13.375,7.875
102407,48.125,29.3125,25.5625,17.125
102408,44.875,26.125,25.625,16.125
102409,79.25,28.125,20.9375,16.8125
102410,65.5,24.1875,31.125,14.96875
102411,48.875,42.625,34.125,32.875
102412,45.5,38.375,28.875,10.375
102413,52.875,3.609375,40.5,8.625
102414,47.375,43.25,21.1875,18.8125
102415,38.875,29.1875,27.25,20.8125
102416,25.75,6.921875,23.4375,9.875
102417,40.375,38.125,24.9375,8.34375
102418,163.5,14.90625,52.125,8.53125
102419,58.125,22.9375,17.75,12.53125
102420,80.25,24.125,35.75,12.96875
102421,210.0,55.875,119.25,26.1875
102422,33.5,11.1875,28.5,28.25
102423,54.0,50.75,37.5,9.46875
102424,52.875,37.25,13.78125,7.265625
102425,53.125,42.125,24.6875,7.234375
102426,48.5,34.0,35.625,5.96875
102427,109.25,13.1875,20.3125,7.046875
102428,43.625,14.0,40.375,11.28125
102429,54.625,17.75,32.5,21.5625
102430,45.75,33.5,13.375,6.015625
102431,44.5,26.8125,25.0625,17.25
102432,69.5,19.5,53.5,2.4453125
102433,47.375,41.125,19.375,3.0703125
102434,75.25,26.375,32.875,16.9375
102435,41.375,34.75,30.5625,17.3125
102436,69.0,18.1875,26.0,3.328125
102437,73.25,1.5,38.125,6.21875
102438,45.125,22.1875,17.4375,9.5625
102439,78.75,23.5625,33.0,16.375
102440,37.625,17.0625,22.875,11.71875
102441,37.5,15.53125,63.375,1.1484375
102442,49.5,23.9375,23.8125,18.25
102443,54.875,51.875,20.25,6.515625
102444,77.25,20.8125,15.0,12.0625
102445,58.625,5.375,15.59375,9.46875
102446,79.0,56.75,87.75,85.5
102447,33.125,23.375,24.5,12.0
102448,47.0,36.0,48.375,5.015625
102449,84.25,19.75,29.875,13.84375
102450,124.25,13.875,65.25,36.375
102451,62.5,19.8125,20.0,9.6875
102452,89.0,25.4375,19.375,9.375
102453,112.75,22.75,53.875,16.9375
102454,56.0,14.5,30.8125,23.0625
102455,56.125,50.0,32.75,27.5
102456,49.5,30.0625,39.75,19.1875
102457,47.375,13.53125,27.875,9.53125
102458,50.375,37.375,37.625,12.1875
102459,53.75,22.0,45.25,12.09375
102460,67.75,34.25,26.375,3.203125
102461,50.375,47.5,32.0,6.515625
102462,43.5,28.8125,24.9375,14.0625
102463,62.5,54.125,45.125,6.890625
102464,68.5,11.5,22.8125,18.0625
102465,52.125,28.75,14.90625,12.9375
102466,67.25,34.5,26.1875,22.5625
102467,52.625,41.125,23.0,10.90625
102468,48.625,35.375,45.125,3.265625
102469,36.375,29.5,41.375,14.125
102470,75.75,21.5625,24.8125,5.3125
102471,50.5,32.5,30.25,9.15625
102472,20.8125,19.1875,36.0,17.5625
102473,40.875,23.875,21.375,14.59375
102474,54.875,36.125,47.375,5.390625
102475,66.25,29.125,15.0625,10.3125
102476,44.125,22.9375,42.875,13.03125
102477,61.75,26.8125,48.75,9.75
102478,62.5,32.625,37.75,9.1875
102479,47.75,44.125,38.5,7.734375
102480,83.25,44.125,18.375,7.765625
102481,47.25,40.75,13.125,6.578125
102482,43.875,40.75,25.5625,18.625
102483,102.0,25.6875,20.375,7.5625
102484,42.75,24.125,44.875,13.09375
102485,54.375,25.25,26.0,3.8046875
102486,66.5,12.375,38.5,6.3125
102487,20.8125,20.25,22.375,16.9375
102488,68.5,22.375,37.25,27.875
102489,43.5,40.25,36.625,23.125
102490,71.75,21.3125,13.3125,7.984375
102491,92.25,39.625,22.25,11.03125
102492,145.0,51.0,74.5,7.5625
102493,102.25,15.21875,31.4375,17.375
102494,48.125,26.875,22.3125,15.96875
102495,89.0,18.125,15.125,14.8125
102496,65.75,16.375,34.0,17.875
102497,29.25,16.25,25.375,23.8125
102498,52.5,28.4375,39.75,3.78125
102499,35.625,27.0625,23.8125,7.375
102500,51.375,20.875,24.4375,18.125
102501,43.5,31.375,24.8125,5.90625
102502,63.75,24.0625,17.75,7.296875
102503,43.25,27.0625,53.375,7.359375
102504,67.25,24.6875,29.125,6.46875
102505,44.625,36.875,32.625,10.25
102506,96.75,15.125,19.625,18.0
102507,59.0,32.5,28.625,20.125
102508,51.125,43.875,27.5625,15.375
102509,50.875,24.5,25.8125,22.75
102510,76.25,24.4375,28.9375,6.09375
102511,66.25,65.25,15.5625,5.140625
102512,64.5,33.0,26.9375,12.875
102513,62.75,28.4375,26.625,7.546875
102514,40.5,28.875,26.5625,6.125
102515,177.0,3.8203125,75.25,16.4375
102516,114.5,42.25,17.625,14.46875
102517,19.1875,13.96875,20.125,11.40625
102518,116.0,23.375,18.125,5.765625
102519,48.625,23.1875,19.1875,16.0
102520,47.25,39.25,31.6875,10.9375
102521,82.75,22.8125,27.3125,9.96875
102522,43.75,39.25,27.0,13.34375
102523,50.875,25.3125,24.0625,16.625
102524,61.5,33.75,13.5,12.78125
102525,58.125,46.25,30.0,9.53125
102526,44.5,31.875,23.25,9.90625
102527,35.75,17.0,26.375,23.75
102528,90.25,29.3125,94.5,29.5625
102529,71.75,25.0,41.375,6.21875
102530,62.25,43.875,20.0,15.75
102531,63.75,30.875,19.25,7.984375
102532,40.375,35.25,25.0,19.0
102533,44.0,24.625,15.8125,12.59375
102534,71.75,34.875,20.3125,13.34375
102535,32.875,15.9375,30.3125,12.40625
102536,41.25,32.125,33.5,14.46875
102537,45.125,32.75,20.125,13.34375
102538,57.375,34.375,21.3125,17.3125
102539,98.25,23.75,13.03125,6.625
102540,37.5,34.75,32.625,18.3125
102541,181.5,91.75,121.0,111.0
102542,93.0,18.4375,31.9375,19.125
102543,46.625,31.9375,26.25,7.6875
102544,56.25,18.375,25.625,17.375
102545,19.4375,17.3125,34.125,6.390625
102546,104.0,6.625,34.625,9.5
102547,62.5,24.25,19.3125,9.65625
102548,162.5,8.59375,11.1875,9.90625
102549,77.0,15.96875,21.0,16.0625
102550,48.125,15.9375,38.25,10.125
102551,107.75,15.09375,32.125,10.78125
102552,77.25,22.375,27.6875,12.375
102553,61.0,28.25,26.8125,6.078125
102554,81.75,32.625,58.5,15.21875
102555,74.25,10.25,23.3125,15.09375
102556,65.75,28.375,23.25,11.34375
102557,56.75,32.25,19.625,12.3125
102558,43.5,40.75,21.8125,11.34375
102559,46.625,25.5,38.875,28.8125
102560,64.25,26.1875,41.25,15.5625
102561,36.125,28.6875,46.625,19.0625
102562,85.0,13.84375,28.8125,19.9375
102563,58.625,43.375,19.875,9.0
102564,47.625,40.375,20.25,18.5
102565,50.875,33.125,19.75,5.75
102566,55.125,35.875,28.75,13.78125
102567,48.375,28.375,28.5,23.375
102568,32.75,9.5625,30.1875,17.4375
102569,65.0,34.875,38.75,3.203125
102570,33.125,31.625,28.0625,16.0625
102571,33.75,6.078125,56.5,10.90625
102572,54.625,49.375,15.5,5.265625
102573,46.375,28.0,39.25,12.96875
102574,28.75,13.4375,11.46875,7.3125
102575,71.25,27.6875,40.25,28.8125
102576,95.5,14.46875,30.25,26.6875
102577,117.75,13.625,13.90625,12.46875
102578,66.5,58.5,28.8125,15.625
102579,155.5,48.0,8.59375,8.25
102580,67.25,10.71875,37.75,19.4375
102581,41.0,25.9375,37.75,18.125
102582,85.0,22.5,6.421875,4.75
102583,75.75,19.875,27.0625,15.1875
102584,50.375,7.25,28.5,11.3125
102585,60.75,25.4375,39.875,11.09375
102586,76.75,11.03125,23.1875,22.1875
102587,49.125,28.25,21.9375,10.5
102588,43.375,43.375,17.75,8.46875
102589,52.625,41.375,50.625,8.96875
102590,22.0625,17.0625,36.75,9.4375
102591,62.5,25.3125,25.625,18.3125
102592,69.0,24.5,19.3125,16.3125
102593,55.5,17.8125,46.375,12.9375
102594,44.5,4.421875,34.0,1.78125
102595,58.375,29.875,13.96875,7.59375
102596,58.0,28.875,22.1875,13.625
102597,53.0,29.0,23.5625,21.125
102598,38.125,23.9375,18.1875,5.75
102599,35.875,28.875,22.4375,19.5625
102600,57.625,6.578125,29.9375,18.75
102601,52.625,21.625,9.6875,8.59375
102602,12.78125,11.25,26.75,7.65625
102603,49.125,14.09375,24.875,8.75
102604,38.25,31.9375,33.125,8.28125
102605,24.5,22.5,30.375,12.71875
102606,59.875,25.4375,19.0625,13.125
102607,33.75,22.1875,18.625,17.8125
102608,30.8125,30.75,19.625,15.375
102609,84.0,41.0,33.625,13.15625
102610,60.375,30.5625,47.125,8.125
102611,66.75,32.875,55.375,3.8984375
102612,44.125,31.9375,33.125,8.9375
102613,76.5,10.59375,32.375,7.515625
102614,47.125,40.875,34.25,4.3125
102615,245.0,76.75,121.25,10.0
102616,26.875,26.3125,31.625,30.75
102617,73.5,32.625,20.0625,7.34375
102618,75.0,11.59375,11.40625,5.96875
102619,63.5,28.0625,28.6875,6.6875
102620,99.0,29.5625,25.4375,3.125
102621,49.25,33.75,25.6875,19.3125
102622,67.75,19.1875,26.5,9.8125
102623,78.0,42.25,40.5,7.21875
102624,40.625,4.59375,24.125,11.28125
102625,57.5,52.125,54.625,7.65625
102626,44.75,24.8125,28.6875,18.0
102627,32.875,26.9375,29.5625,15.15625
102628,38.375,36.75,21.25,15.09375
102629,52.5,38.75,39.0,11.75
102630,84.5,36.0,33.5,25.3125
102631,75.0,29.125,26.0,7.96875
102632,45.125,29.25,31.5,6.328125
102633,62.0,40.0,21.625,2.7734375
102634,71.25,22.625,22.8125,11.84375
102635,28.1875,15.9375,33.125,4.671875
102636,35.0,14.59375,26.125,4.921875
102637,82.75,18.3125,22.6875,2.921875
102638,77.0,20.3125,43.375,15.34375
102639,57.875,27.375,17.3125,4.140625
102640,93.0,29.8125,12.65625,12.03125
102641,38.0,34.875,38.75,11.96875
102642,70.25,36.625,11.03125,10.0625
102643,65.25,22.3125,17.125,17.0625
102644,77.0,8.75,20.625,12.90625
102645,63.5,49.25,15.25,9.09375
102646,67.0,18.4375,16.1875,3.640625
102647,69.5,19.125,53.125,13.84375
102648,54.125,41.375,37.0,10.28125
102649,56.25,46.5,26.375,24.5
102650,48.875,35.5,11.125,10.09375
102651,54.875,17.4375,15.875,11.28125
102652,59.875,25.1875,23.875,20.875
102653,22.6875,8.46875,15.59375,10.59375
102654,121.5,13.0,47.75,20.3125
102655,54.375,53.25,26.6875,7.90625
102656,71.5,19.8125,23.125,9.375
102657,59.25,26.1875,23.1875,13.25
102658,66.0,24.25,27.25,7.3125
102659,53.625,18.125,42.125,14.21875
102660,49.25,30.9375,56.125,23.0
102661,20.625,9.5,47.125,3.7890625
102662,51.375,43.0,58.125,4.25
102663,47.625,31.25,30.5625,11.65625
102664,62.0,49.5,14.78125,11.21875
102665,87.5,18.25,17.5,13.75
102666,41.0,38.625,32.125,8.28125
102667,56.5,27.9375,43.625,15.5625
102668,45.125,34.5,48.125,16.625
102669,75.25,22.0,32.0,3.1953125
102670,66.75,26.1875,15.78125,6.953125
102671,55.125,30.75,18.4375,9.84375
102672,111.75,14.15625,49.375,9.90625
102673,45.75,16.6875,17.875,8.71875
102674,49.25,39.5,35.25,6.515625
102675,43.5,16.375,44.25,11.1875
102676,38.625,15.125,25.25,6.75
102677,46.625,44.75,15.03125,10.65625
102678,70.0,33.125,21.0625,10.375
102679,133.0,75.75,45.5,36.625
102680,54.875,33.25,35.25,12.375
102681,74.0,36.0,20.625,11.125
102682,83.5,5.65625,39.375,16.4375
102683,38.25,28.625,16.5625,13.9375
102684,38.5,7.03125,39.0,10.03125
102685,78.5,17.9375,25.0,11.71875
102686,99.25,5.890625,82.0,5.390625
102687,86.0,24.1875,17.5,9.96875
102688,61.625,26.5625,37.0,15.125
102689,52.625,37.5,29.8125,12.65625
102690,42.75,36.125,15.25,14.03125
102691,48.625,2.265625,23.75,22.25
102692,44.375,35.375,22.9375,22.9375
102693,75.25,11.3125,18.3125,11.96875
102694,60.0,30.5,26.4375,4.828125
102695,49.25,31.5625,29.8125,8.34375
102696,63.75,47.375,11.71875,7.15625
102697,53.0,33.375,35.75,10.59375
102698,82.75,22.0,48.625,11.65625
102699,59.625,52.5,19.875,2.578125
102700,40.375,38.75,32.625,8.65625
102701,78.0,12.375,26.625,19.6875
102702,33.75,31.5625,24.375,20.5625
102703,25.9375,2.15625,50.5,7.078125
102704,80.5,19.3125,25.6875,6.609375
102705,37.125,30.8125,44.25,27.3125
102706,80.75,21.375,23.8125,5.859375
102707,41.375,30.8125,14.96875,14.1875
102708,46.25,34.125,11.03125,6.859375
102709,48.25,43.375,41.875,12.59375
102710,87.0,11.5625,38.25,10.15625
102711,58.625,29.0625,38.375,10.09375
102712,36.0,30.5,21.5,11.5625
102713,71.0,49.875,89.25,8.3125
102714,53.75,31.8125,33.875,12.40625
102715,96.75,80.25,30.5,8.15625
102716,49.75,14.4375,19.75,16.25
102717,63.0,38.5,5.921875,5.546875
102718,42.5,38.875,9.21875,8.28125
102719,32.75,17.25,34.625,3.6171875
102720,51.75,33.625,25.4375,11.71875
102721,57.875,57.125,26.3125,14.40625
102722,75.25,28.125,9.1875,8.65625
102723,51.25,38.625,14.125,7.65625
102724,43.75,33.625,29.0,13.28125
102725,73.0,22.25,34.25,6.0625
102726,38.125,23.5,9.28125,2.953125
102727,62.75,14.0625,30.75,22.0625
102728,61.375,16.5,36.125,12.09375
102729,41.0,35.375,26.4375,11.6875
102730,45.75,27.25,19.125,6.9375
102731,64.75,19.6875,23.3125,14.28125
102732,43.25,23.0,39.25,5.25
102733,27.375,24.0625,30.6875,24.25
102734,56.75,39.0,34.0,29.125
102735,55.625,32.25,19.0,15.3125
102736,37.375,7.9375,20.6875,12.75
102737,58.125,25.375,36.625,9.625
102738,50.625,17.6875,15.5625,6.21875
102739,93.75,40.625,19.0,7.109375
102740,51.0,41.625,38.5,11.0
